,paragraph,category,source
2633,"“I grew up in a Christian home, with both parents and siblings, mostly my brothers, which made me acquire male-related skills like football, table tennis etc. It helped shape me, especially in my field of endeavour where some of those skills are required. Also, coming from a very religious background helped me a lot, especially in my career because of some diabolic people in the Nollywood industry. I would love to say that prayers saved my life from them,” she told Saturday Sun in a recent encounter.",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2634,"Linda’s devotion to quality storytelling is equally unwavering. For her, a compelling script is the cornerstone of any role she accepts.",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2635,"“It has to be a good story that is well scripted. Good stories produce good movies. Secondly, the production crew; this aspect is very important because working with a bunch of professional production teams gives you a good movie, and I am only about good movies. A solid team is non-negotiable,” she noted.",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2636,"She, however, draws the line when it comes to certain roles.",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2637,"“Taking up roles as a marine agent or any spiritual-related role is a big no! for me. They all have after-effects, and as I said earlier, prayers have saved me more times than I can count.”",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2638,"If given the chance, The Royal Quest star actress would champion reforms aimed at curbing the influx of untrained individuals into Nollywood.",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2639,"“I would like to set up a task force to monitor the activities of the various guilds—directors, producers, artists, and so on. The industry needs more professionalism,” she said.",Entertainment,https://thesun.ng/prayers-saved-me-from-diabolic-people-in-nollywood-linda-john/
2640,ByRita Okeye,Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2641,"Independent Lagos-based artist Ododo is set to release his latest single, titled Daily Bread, on May 30, a track designed to motivate young people and everyday hustlers navigating tough times.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2642,"Born Samuel Ugbebor, Ododo blends Afrobeat and Afro-drill to create music that resonates with the struggles and triumphs of the average Nigerian. With a background in Computer Science and a deep-rooted love for music, the singer-songwriter said he draws inspiration from legends like Fela Anikulapo Kuti and Burna Boy.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2643,"“As a black boy from an African home, music has been my constant comfort,” said Ododo, who began creating music a year ago.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2644,"According to him, Daily Bread is more than just a song—it’s an anthem for resilience.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2645,"“Every day’s a hustle, and Daily Bread is the soundtrack to your grind. Fuel your ambition, chase your goals, and make every moment count,” he said.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2646,"Produced, mixed, and mastered by award-winning producer Masterpiece, the track encourages listeners to keep pushing through adversity, with a message of hope, perseverance, and determination.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2647,"Outside of music, Ododo is also a visual artist who enjoys bringing his imagination to life through custom artwork. When he’s not creating, he unwinds by watching cartoons and TV shows.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2648,"With Daily Bread, he aims to shine a light on those in the shadows, empowering them to keep moving forward, one step at a time.",Entertainment,https://thesun.ng/ododo-to-inspire-fans-with-new-single-daily-bread/
2649,ByRita Okeye,Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2650,"Nigerian actress and cultural advocate, Bikiya Graham-Douglas has been honoured with the coveted Audience Choice Award at the 2025 Nollywood Week Film Festival in Paris.",Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2651,"The festival, which ran from May 7 to May 11, celebrated the best of Nigerian cinema on the global stage.",Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2652,"Graham-Douglas clinched the award for her powerful performance in For Amina, a film that moved international audiences with its gripping storyline and her emotionally resonant portrayal.",Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2653,The recognition affirms her place as one of Nollywood’s most compelling talents.,Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2654,"Reacting to the news, Bikiya expressed heartfelt appreciation: “I’m completely overwhelmed with gratitude and joy. This award is not just a recognition of my work, but also a reminder that our stories matter and can resonate with people from different cultures and backgrounds. I’m honoured to have been part of this amazing festival and can’t wait to continue sharing my stories with the world.”",Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2655,"With an impressive portfolio that includes standout roles in both film and television, Bikiya has consistently showcased her ability to bring complex characters to life with authenticity and depth. Her performances have placed her among the respected voices in Nigeria’s entertainment industry.",Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2656,"The Nollywood Week Film Festival, held annually in Paris, serves as a major platform for Nigerian filmmakers and actors to reach a global audience. Bikiya’s win marks a significant milestone not just for her career but also for the increasing global recognition of Nigerian storytelling.",Entertainment,https://thesun.ng/bikiya-graham-douglas-wins-audience-choice-award/
2657,ByRita Okeye,Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2658,Award-winning Nigerian author and media entrepreneur Cynthia ‘Tasha’ Osajibenedict is once again capturing hearts and headlines with the release of her latest book titled If These Eyes Could Talk.,Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2659,"The new collection of short stories, already sparking buzz in literary circles, delves into themes of passion, emotional entanglement, and the raw intensity of human connection.",Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2660,"Known for her daring storytelling and deep character exploration, Cynthia’s new work pushes boundaries as it follows the steamy, tumultuous relationship between Muna and Lanre—a fictional couple whose chemistry leaps off the pages with electrifying force. In this compelling collection, Osajibenedict explores how desire can both heal and unravel; raising questions about love, vulnerability, and the cost of emotional intimacy.",Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2661,"Described by readers as “bold, unapologetic, and emotionally gripping,” If These Eyes Could Talk builds on the author’s growing catalogue of critically acclaimed books, which include Dear Naija Girl, Sex After Harmattan, and A Language of Flowers.",Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2662,"“This book is not for the faint-hearted. It’s about characters that love hard, fall fast, and make no apologies for their desires. I want readers to feel every heartbeat, every tear, and every moment of tension,” she revealed.",Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2663,Cynthia’s literary works have long centered on giving voice to women’s experiences.,Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2664,"Her debut, Dear Naija Girl, became a cultural touchstone, opening up vital conversations about identity and empowerment. Sex After Harmattan offered witty but daring insights into modern relationships in Nigerian society, while A Language of Flowers provided a reflective guide to navigating womanhood and sisterhood.",Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2665,"Beyond her writing, Osajibenedict is the founder of Tashtalks Media and the visionary behind the Dear Naija Girl initiative—a global platform fostering sisterhood and authentic storytelling among Nigerian women.",Entertainment,https://thesun.ng/cynthia-osajibenedict-unleashes-passion-in-her-latest-steamy-collection/
2666,"Yeni Kuti, the daughter of the late Afrobeat legend, Fela Kuti, has revealed how her father’s siblings tricked their parents into believing he gained admission to study medicine.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2667,"During an appearance in a recent episode of the TVC programme, Your View, Yeni Kuti disclosed that Fela’s academic grades didn’t measure up to those of his siblings, hence his parents wanted him to remain in Nigeria.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2668,"Knowing his affinity for music, Fela’s older siblings in London deceived their parents into believing they secured admission for him and took him to Trinity College of Music, London in 1958.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2669,"According to Yeni Kuti, Fela was almost rejected when he got to Trinity College of Music due to his poor qualifications.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2670,"The admission officer, however, pitied Fela as he had already made the long trip to pursue his dreams.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2671,"“When he was in secondary school, you know his parents were academics, so they were pressuring him to study hard. His older brother and sister had gone to university overseas.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2672,"“It was him and his younger brother who were with their parents at that time. His younger brother had excellent grades, but Fela was very average. So, his parents didn’t want him to go abroad for studies.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2673,"“But his brother wanted him to stay with him in London, so they lied to their parents that Fela was going to a medical school. That was how he got to England.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2674,"“They enrolled him in musical school because by the time Fela was playing the piano. When he got to the music school, the admission officer said, ‘It’s only because you’ve come a long distance that I’m going to allow you into this school with these results.’",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2675,"“That was how Fela even got the music school out of pity. But look at it today, he is a legend,” Yeni Kuti shared.",Entertainment,https://thesun.ng/how-felas-siblings-lied-about-him-gaining-admission-to-study-medicine-yeni-kuti/
2676,By Seyi Babalola,Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2677,"Temilade Openiyi, a Grammy-winning Nigerian R&B singer better known as Tems, has shared her favourite aspect of being a Black woman.",Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2678,The ‘Love Me Jeje’ hitmaker admitted that being curvy is her favourite aspect of being a black woman.,Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2679,"Tems revealed this during a recent chat with Cocoa Butter in Atlanta, Georgia.",Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2680,"“My favourite thing about being a black woman? I love being curvy. I love that I have a little booty, you know what I’m saying?” she expressed.",Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2681,The Oscar-nominated diva also spoke about her fashion influences and choices.,Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2682,"“I’m definitely into details. I’m definitely into the bling. I think Nigerians are very extravagant in everything and I’m very into that. But I always put my own spin and I’m not afraid to be who I am,” Tems added.",Entertainment,https://thesun.ng/my-favourite-thing-about-being-black-is-my-booty-tems/
2683,By Emma Jemegah,Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2684,"It was a chaotic scene at the Alake Sports Complex, Ijeja, venue of the indoor games of the ongoing National Sports Festival in Abeokuta at smoke billows from the street behind the venue, sending the athletes, officials and fans scampering for safety.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2685,"SportingSun gathered that the fire incident erupted from a gas station on the street behind the complex, which emitted thick black smoke raising fears that the Alake Sports Complex was being gutted by fire.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2686,"According to a source, the gas station’s truck, which usually supply the complex gas to power the facility allegedly caught fire at the back end of the street but was promptly put off at the intervention of the fire service.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2687,"“It was true there was a fire incident but not inside the complex. However, the driver of the truck was able to drive the truck to safety before the arrival of the State Fire Service men, who were able to put out the fire. Though it took them about 45 minutes before they arrived, the fire was later contained.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2688,"“The truck came to supply diesel to the generating set that powers the complex,” another source explained.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2689,"However, no casualty was recorded, as all the athletes, officials and the fans are safe just as the events resume later.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2690,"Reacting to the development, the Ogun State government has assured athletes participating in the National Sports Festival holding in Abeokuta, as well as the residents of the state, of their safety, following a diesel tanker explosion near Alake’s Sports Complex, one of the facilities used for the ongoing Sports Festival.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2691,"Special Adviser to Ogun State Governor on Media and Strategy, Kayode Akinmade, in a statement, said that while there was an incident involving a diesel tanker that resulted in a fire outbreak, the fire was immediately put out to prevent any damage.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2692,"Akinmade commended the promptness and proactiveness of the fire service in the state and the vigilance of officials at the complex, assuring participants at the sports festival of total safety.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2693,“The incident this afternoon involving a gas tanker close to one of our facilities for the National Sports Festival was very unfortunate. We thank God that the fire was immediately put out to avert any casualties.,Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2694,"“To this end, we want to assure all our athletes and the people of the state of safety and that there is no cause for alarm as the situation is under absolute control,” the statement read.",Sporting Sun,https://thesun.ng/explosion-rocks-gateway-games/
2695,By Rasaq Oboirien,Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2696,"Saudi Arabian club, Al-Hilal has made a significant offer to Super Eagles striker Victor Osimhen, presenting him with a staggering deal worth €42 million per year.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2697,"Osimhen, who recently won both the Turkish Super Lig and the Turkish Cup with Galatasaray, finished the season as the top scorer in the Turkish Super Lig, netting 25 goals and providing 5 assists in 29 matches. He also set a record for the most goals scored by a foreign player in a single season for Galatasaray with a total of 36 goals.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2698,"According to the Turkish news outlet Son Dakika Haberleri, which sourced information from the Saudi Arabian press, Al-Hilal has initiated serious discussions regarding Osimhen. The club hopes to have him lead their efforts in the upcoming 2025 FIFA Club World Cup.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2699,"This comes amid speculation that Cristiano Ronaldo will not be joining Al-Hilal, as the club has reportedly rejected a proposal to sign him. Instead, they are focusing on younger talents like Osimhen. Ronaldo’s contract with Al Nassr is set to expire on June 30, 2025, and talks about an extension are currently on hold, as he has expressed a desire to remain with Al Nassr.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2700,"Meanwhile, Osimhen is having his lawyer assess Al-Hilal’s offer alongside those from Manchester United, Juventus, and Chelsea. Juventus is reportedly collaborating with Osimhen’s entourage to prepare a bid of €80 million.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2701,"However, Napoli President Aurelio De Laurentiis is looking for €100 million but would prefer to sell the player to a club abroad.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2702,"Osimhen’s preference remains the Premier League, where he could potentially be signed for around €75 million.",Sporting Sun,https://thesun.ng/al-hilal-tables-e42m-per-year-offer-for-osimhen/
2703,"Manchester United and Tottenham Hotspur meet in Bilbao tonight in the Europa League final, with both clubs seeking to rescue poor domestic campaigns and qualify for next season’s Champions League. The game is live at 8pm.",Sporting Sun,https://thesun.ng/gotv-to-broadcast-europa-league-final-live/
2704,"For Manchester United, it has been a season of contrasts. While currently 16th in the league was nothing short of disastrous, its European form has told a different story. Under new manager Ruben Amorim, United has stormed through the knockout rounds, seeing off Real Sociedad, Lyon, and Athletic Bilbao with a combined score of 19-9. The semi-final demolition of Bilbao, 7–1 over two legs, was particularly emphatic.",Sporting Sun,https://thesun.ng/gotv-to-broadcast-europa-league-final-live/
2705,"Tottenham’s domestic struggles were not far off. With a club record 21 league defeats, Ange Postecoglou’s side is 17th behind United on the table. Like United, their European form has offered a welcome distraction. Spurs edged out AZ Alkmaar and Eintracht Frankfurt before comfortably dispatching FK Bodø/Glimt in the last four.",Sporting Sun,https://thesun.ng/gotv-to-broadcast-europa-league-final-live/
2706,"For Spurs, this final represents more than a shot at silverware; it is a chance to end a 17-year wait for a major trophy. For United, it is about revival and a return to Europe’s top competition.",Sporting Sun,https://thesun.ng/gotv-to-broadcast-europa-league-final-live/
2707,The Europa League final may yet deliver a fitting finale in a season of chaos.,Sporting Sun,https://thesun.ng/gotv-to-broadcast-europa-league-final-live/
2708,"Galatasaray vice-president, Abdullah Kavukcu claims the newly-crowned Turkish Super Lig champion is ready to pay Victor Osimhen’s release clause at Napoli and will match his wages.",Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2709,"The Nigeria international has enjoyed a successful loan spell at Rams Park, scoring 36 goals in 40 appearances across all competitions to help Okan Buruk’s side win the league and cup double.",Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2710,"Osimhen is set to finish top scorer in Turkey after finding the back of the net 25 times in 29 league games, with Basaksehir’s Krzysztof Piatek his closest rival on 21 goals.",Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2711,"The 26-year-old striker is expected to return to Naples in the off-season, but he appears to have no future under Partenopei head coach Antonio Conte has ben has been linked numerous top clubs in Europe.",Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2712,"However, Aslan are keen to make his loan move permanent, with Kavukcu quoted as saying by A Spor: “We talked to my president about Osimhen in January.",Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2713,"“We told Osimhen in January: ‘we want you very much, don’t go anywhere. We are working to get your transfer.’",Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2714,“We are developing projects for this. We developed them to sit at that table and we are at that table right now.,Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2715,We are ready to get his transfer and pay the salaries he will receive from Europe.”,Sporting Sun,https://thesun.ng/galatasaray-ready-to-do-osimhen-deal/
2716,"Nigeria’s world record holder in the 100m hurdles, Tobi Amusan, has candidly shared her journey of overcoming the disappointment of the Paris 2024 Olympics and her transition to a new training environment in Jamaica.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2717,"Amusan, who failed to qualify for the women’s 100m hurdles final in Paris, described the period following the Olympics as a challenging time. She credited her recovery to the unwavering support of her family, mentors, and faith.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2718,"“After Paris, it was a bit of a rollercoaster for me, and with the help of my family, God, and my mentors, I was able to get through that dark place and get back into training.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2719,"“I did start a whole training group, gradually building into being Tobi again and I think everything has been going well.”",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2720,"In September 2024, Amusan made a significant coaching change, leaving her long-time coach, Lacena Golding-Clarke, to train under the legendary Glen Mills at Racers Track Club in Kingston, Jamaica. The move, initially met with mixed reactions, has proven transformative for Amusan.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2721,"Under Mills’ guidance, Amusan has been focusing on refining her speed and execution. She has also been exploring sprint events as part of her training regimen.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2722,"Amusan ‘s recent performances include a wind-assisted 12.53s finish at the Adidas Atlanta City Games, where she placed second in her heat. Earlier in the season, she recorded times of 12.74s and 12.66s in Xiamen and Kepaio, respectively, during the Diamond League meetings.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2723,"As she continues her journey, Amusan remains focused on her goals and is optimistic about the future. Her resilience and determination serve as an inspiration to many, highlighting the importance of perseverance and adaptability in the face of adversity.",Sporting Sun,https://thesun.ng/tobi-amusan-opens-up-on-overcoming-paris-2024-setback/
2724,"Spanish LaLiga club, Valencia is facing a significant challenge in signing Super Eagles striker Umar Sadiq due to a €10 million purchase option.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2725,"After the match against Athletic Club, the topic of Sadiq’s future, who is on loan from Real Sociedad, was raised in the post-match press conference.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2726,"However, Valencia’s manager, Carlos Corberán, like before, refrained from sharing details about the negotiations. “I appreciate any player who has come on loan, as I have seen their commitment from day one to help us achieve our objectives. While it doesn’t make sense for me to discuss this publicly, it is part of my job to address it privately,” Corberán stated, dodging the question once again.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2727,"The situation regarding Sadiq remains a well-guarded secret for both Valencia and Real Sociedad, as the end of his loan period approaches and neither club has commented on his future.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2728,"The player has not provided clarity either, although he previously noted that he is in good physical condition and has been performing well at Mestalla.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2729,"The lack of transparency in the negotiations, particularly the €10 million buyout clause, has made Valencia’s sporting management hesitant to make a significant investment. Their transfer strategy tends to focus on finding opportunities in low-value players or securing loans rather than committing large sums.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2730,"Meanwhile, Real Sociedad remains calm about Sadiq, aware that his strong performances at Valencia have increased his market value. If Valencia opts not to activate the purchase option, Real Sociedad will likely seek other opportunities for the player during this transfer window.",Sporting Sun,https://thesun.ng/valencia-in-no-hurry-to-sign-e10m-rated-umar-sadiq/
2731,"England football legend, Michael Owen has included Super Eagles defender, Ola Aina in his Team of the Year for Optus Sport.",Sporting Sun,https://thesun.ng/owen-lists-ola-aina-in-optus-sport-team-of-the-year/
2732,"Nottingham Forest has had a fantastic campaign in the Premier League during the 2024/25 season. With just one game remaining, there is still much at stake.",Sporting Sun,https://thesun.ng/owen-lists-ola-aina-in-optus-sport-team-of-the-year/
2733,"The Reds could secure a spot in next season’s Champions League if they defeat Chelsea at the City Ground on Sunday afternoon. Nottingham Forest is guaranteed European football next season, with all three competitions still within reach for the club ahead of the final match.",Sporting Sun,https://thesun.ng/owen-lists-ola-aina-in-optus-sport-team-of-the-year/
2734,"As the season comes to a close, pundits are starting to select their awards for the campaign. Gary Neville praised Nikola Milenkovic on Monday Night Football earlier this week and shared his picks for the Team of the Year with Optus Sport.",Sporting Sun,https://thesun.ng/owen-lists-ola-aina-in-optus-sport-team-of-the-year/
2735,"In Owen’s selection, three players were included: Matz Sels, Ola Aina, and Chris Wood. Milenkovic and Murillo were named as substitutes. However, Owen sparked controversy by excluding Morgan Gibbs-White from his Team of the Year while opting for a 4-3-3 formation.",Sporting Sun,https://thesun.ng/owen-lists-ola-aina-in-optus-sport-team-of-the-year/
2736,"The chairman of Edo State Sports Commission, Hon. Desmond Enabulele Desmond, has commended the Federal Government for the huge investment in sports.",Sporting Sun,https://thesun.ng/sports-vehicle-for-nation-building-edo-sports-boss/
2737,"He said the money and other resources invested in the development of the youth of the nation is never a waste, insisting that sports remain an integral part of the pillars that hold the unity of the country.",Sporting Sun,https://thesun.ng/sports-vehicle-for-nation-building-edo-sports-boss/
2738,"Hon Enabulele also gave kudos to the organisers of the Ogun 2025 Games and the Federal Government for sustaining the national sports that started in 1973. He described it as a channel of nation building, upon which the unity of Nigeria stands.",Sporting Sun,https://thesun.ng/sports-vehicle-for-nation-building-edo-sports-boss/
2739,“We are happy to be here and to be a part of the celebration of our dear country and sports. I could feel the strong spirit that goes with sports; the enthusiasm and friendship going with it. It goes to show that whatever resources invested in sports in this country is never a waste.I urge the government at all levels to consciously invest more in sports because it plays a pivotal role in shaping the lives of our children and the society.”,Sporting Sun,https://thesun.ng/sports-vehicle-for-nation-building-edo-sports-boss/
2740,"“I will always be grateful to our Governor, Senator Monday Okpebholo for making it possible for us to participate in this Ogun Games. We will reciprocate his gesture with spectacular performance.Our athletes are in Ogun Games to express themselves and show what we have. We are here to compete clean,” he said.",Sporting Sun,https://thesun.ng/sports-vehicle-for-nation-building-edo-sports-boss/
2741,"Championship side, West Bromwich Albion has dropped Super Eagles defender, Semi Ajayi from the players retained for next season alongside other players whose contracts expire on June 30.",Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2742,"Ajayi’s time at The Hawthorns comes to an end after an injury-hit campaign in which the experienced centre-back missed 29 Championship matches, in addition to cup fixtures against Fleetwood Town and Bournemouth.",Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2743,"After more than two months on the sidelines, the 31-year-old bid farewell to the Baggies faithful on the final day of the season, coming off the bench for the last 37 minutes following an injury to Kyle Bartley.",Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2744,"Ajayi joined West Brom from Rotherham United in 2019 and went on to make 177 appearances for the club, 147 of them as a starter.",Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2745,"He found the net 13 times during his spell in the Midlands, with memorable goals against Liverpool and Wolverhampton Wanderers in the Premier League.",Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2746,"In the same vein, recently capped Super Eagles defender, Jordan Torunarigha has been axed by Belgain side, Gent alongside six others for the final day of the Belgian season Sunday.",Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2747,Torunarigha is at the end of his contract with the Belgian club.,Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2748,The central defender will miss the home game against Championship Playoffs leaders Union St.Gilloise.,Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2749,He now looks set to play elsewhere in the new season as a free agent.,Sporting Sun,https://thesun.ng/west-brom-drops-semi-ajayi-gent-releases-torunarigha/
2750,The National Sports Commission (NSC) has cautioned that registered athletes with antidoping issues cannot compete for scoring medals at the ongoing National Sports Festival tagged Gateway Games 2024.,Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
2751,"The affected athletes are; Marcus Okon representing Akwa Ibom in Para Athletics, Ayabeke David Opeyemi representing Bayelsa in Gymnastics, Kareem Shukurat representing Lagos sin kickboxing, Omole Dolapo Joshua representing Bayelsa in kickboxing, Ogunsemilore Cynthia representing Bayelsa in kickboxing and Animashaun Sofia representing Lagos state in Para powerlifting.",Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
2752,The NSC made it clear after a strategic joint meeting of the Main Organising Committee and the Local Organising Committee of the Games on Monday.,Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
2753,The commission announced that this is in line with global best practices and the World antidoping Agency (WADA) code.,Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
2754,NSC DG Hon Bukola Olopade charged all the participating states to take note of this and reiterates the Commission’s commitment to ensuring that every athlete compete very clean.,Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
2755,“The issue of antidoping is one important mandate of the Commission to ensure that Nigeria is devoid of drugs problems at both domestic and international competitions.,Sporting Sun,https://thesun.ng/gateway-games-nsc-disqualifies-six-athletes-with-antidoping-issues/
